CallID,CustomerID,AgentID,CallTimestamp,CallDurationSeconds,PairingModel,SaleMade,SaleValue
CALL11178,C2128,A1037,2025-01-09 01:18:47.757811,1761,AI-Optimized,False,0.0
CALL11179,C2792,A1048,2025-10-02 05:42:03.170072,124,Standard Routing,True,262.25
CALL11180,C2350,A1042,2025-07-31 14:26:13.558030,1593,AI-Optimized,False,0.0
CALL11181,C2548,A1032,2025-03-22 20:01:09.117310,60,AI-Optimized,True,272.95
CALL11182,C2668,A1044,2025-01-28 22:21:37.085164,1503,AI-Optimized,True,384.66
CALL11183,C2108,A1016,2025-09-19 14:35:59.520611,896,Standard Routing,False,0.0
CALL11184,C2109,A1020,2025-04-24 21:48:42.603108,1455,Standard Routing,False,0.0
CALL11185,C2956,A1044,2025-05-24 17:31:54.562177,685,Standard Routing,False,0.0
CALL11186,C2481,A1036,2025-04-30 16:44:23.486239,1235,Standard Routing,True,54.07
CALL11187,C2179,A1017,2025-01-26 00:38:33.775428,1052,AI-Optimized,True,56.15
CALL11188,C2132,A1004,2025-04-24 01:02:25.651037,416,Standard Routing,False,0.0
CALL11189,C2428,A1017,2025-09-06 04:10:45.299340,1625,AI-Optimized,False,0.0
CALL11190,C2401,A1011,2025-01-05 13:39:37.969117,86,AI-Optimized,True,403.68
CALL11191,C2517,A1004,2025-08-31 18:27:59.540053,1148,Standard Routing,False,0.0
CALL11192,C2126,A1020,2025-09-08 17:20:11.794359,1627,AI-Optimized,True,461.45
CALL11193,C2914,A1025,2025-02-16 23:51:14.423255,888,AI-Optimized,False,0.0
CALL11194,C2162,A1014,2025-08-12 19:30:14.681757,100,AI-Optimized,False,0.0
CALL11195,C2983,A1010,2025-03-27 02:40:56.843367,727,Standard Routing,False,0.0
CALL11196,C2684,A1039,2025-01-17 09:17:51.908192,1252,AI-Optimized,False,0.0
CALL11197,C2146,A1030,2025-02-06 06:12:34.780589,1019,Standard Routing,False,0.0
CALL11198,C2024,A1043,2025-01-12 11:08:13.237592,650,Standard Routing,False,0.0
CALL11199,C2398,A1045,2025-01-03 03:45:09.872595,1172,Standard Routing,False,0.0
CALL11200,C2709,A1038,2025-02-08 00:08:52.188891,1669,Standard Routing,False,0.0
CALL11201,C2419,A1012,2025-07-18 05:55:58.934015,1350,Standard Routing,False,0.0
CALL11202,C2793,A1037,2025-01-21 00:20:10.059540,1299,Standard Routing,False,0.0
CALL11203,C2194,A1012,2025-05-31 19:29:45.619232,244,AI-Optimized,False,0.0
CALL11204,C2830,A1026,2025-02-07 04:27:57.033745,456,Standard Routing,False,0.0
CALL11205,C2083,A1010,2025-06-15 03:51:43.788058,550,Standard Routing,False,0.0
CALL11206,C2809,A1018,2025-05-19 00:01:04.693925,1133,AI-Optimized,False,0.0
CALL11207,C2103,A1029,2025-03-18 14:52:44.368726,439,Standard Routing,False,0.0
CALL11208,C2910,A1029,2025-10-06 23:04:12.053051,1456,Standard Routing,False,0.0
CALL11209,C2087,A1032,2025-06-20 19:54:05.502143,1545,Standard Routing,False,0.0
CALL11210,C2117,A1010,2025-08-08 12:50:55.446974,1098,Standard Routing,True,276.25
CALL11211,C2635,A1025,2025-07-29 01:57:20.272321,1158,AI-Optimized,False,0.0
CALL11212,C2126,A1000,2025-06-07 15:53:05.582658,99,AI-Optimized,False,0.0
CALL11213,C2018,A1008,2025-06-01 00:45:20.182820,1434,Standard Routing,False,0.0
CALL11214,C2466,A1015,2025-03-16 12:21:28.289320,677,Standard Routing,False,0.0
CALL11215,C2969,A1049,2025-01-17 01:43:35.571923,377,AI-Optimized,True,158.51
CALL11216,C2753,A1010,2025-05-10 22:51:07.160531,703,AI-Optimized,False,0.0
CALL11217,C2402,A1027,2025-06-09 22:32:26.271681,824,Standard Routing,False,0.0
CALL11218,C2019,A1024,2025-06-29 16:07:32.293037,1341,AI-Optimized,False,0.0
CALL11219,C2785,A1035,2025-10-11 05:51:09.133030,1732,AI-Optimized,False,0.0
CALL11220,C2513,A1037,2025-08-18 22:25:42.156906,1628,AI-Optimized,False,0.0
CALL11221,C2262,A1025,2025-07-14 01:14:40.284129,1443,Standard Routing,False,0.0
CALL11222,C2999,A1032,2025-03-06 11:00:52.698267,1740,AI-Optimized,False,0.0
CALL11223,C2842,A1033,2025-03-29 17:29:14.734946,611,Standard Routing,False,0.0
CALL11224,C2011,A1036,2025-07-11 17:17:17.197579,302,Standard Routing,False,0.0
CALL11225,C2628,A1046,2025-08-02 13:13:54.042965,560,AI-Optimized,False,0.0
CALL11226,C2104,A1035,2025-03-22 20:03:19.336139,528,Standard Routing,False,0.0
CALL11227,C2638,A1013,2025-05-11 05:23:16.761535,671,Standard Routing,False,0.0
CALL11228,C2605,A1010,2025-01-14 00:14:32.705291,634,AI-Optimized,False,0.0
CALL11229,C2075,A1044,2025-01-02 13:56:18.614363,1639,Standard Routing,False,0.0
CALL11230,C2278,A1047,2025-07-03 13:14:28.994043,416,AI-Optimized,False,0.0
CALL11231,C2141,A1015,2025-03-21 03:33:35.477877,528,Standard Routing,False,0.0
CALL11232,C2105,A1007,2025-01-25 13:51:41.696294,913,AI-Optimized,False,0.0
CALL11233,C2272,A1023,2025-04-19 00:39:05.061601,727,Standard Routing,False,0.0
CALL11234,C2183,A1029,2025-04-05 18:57:01.351049,1073,AI-Optimized,False,0.0
CALL11235,C2099,A1027,2025-01-03 05:20:36.162244,1081,Standard Routing,False,0.0
CALL11236,C2926,A1045,2025-04-09 16:12:57.578476,336,AI-Optimized,False,0.0
CALL11237,C2944,A1045,2025-02-28 07:19:16.824083,1473,Standard Routing,False,0.0
CALL11238,C2487,A1025,2025-02-04 05:29:37.524373,685,Standard Routing,False,0.0
CALL11239,C2805,A1008,2025-02-17 00:35:01.087442,973,Standard Routing,True,308.86
CALL11240,C2250,A1045,2025-07-18 17:26:25.700710,978,Standard Routing,False,0.0
CALL11241,C2218,A1006,2025-05-26 07:11:33.348943,712,AI-Optimized,False,0.0
CALL11242,C2146,A1011,2025-01-25 16:22:53.023633,344,AI-Optimized,False,0.0
CALL11243,C2284,A1040,2025-09-13 00:24:32.615453,1692,Standard Routing,False,0.0
CALL11244,C2683,A1010,2025-01-17 00:52:44.057104,1118,Standard Routing,False,0.0
CALL11245,C2624,A1041,2025-02-12 05:45:30.446784,203,AI-Optimized,False,0.0
CALL11246,C2093,A1018,2025-03-06 22:07:57.551260,502,Standard Routing,False,0.0
CALL11247,C2492,A1005,2025-05-21 13:14:26.570686,154,AI-Optimized,False,0.0
CALL11248,C2556,A1048,2025-04-04 08:49:48.459616,942,Standard Routing,True,482.53
CALL11249,C2330,A1026,2025-06-01 10:46:04.764521,1728,AI-Optimized,False,0.0
CALL11250,C2729,A1033,2025-09-11 11:43:13.457846,709,AI-Optimized,True,357.27
CALL11251,C2201,A1016,2025-04-14 03:38:11.558452,943,Standard Routing,False,0.0
CALL11252,C2511,A1018,2025-02-28 05:02:26.722666,831,Standard Routing,False,0.0
CALL11253,C2873,A1030,2025-04-06 04:38:07.598154,1706,Standard Routing,False,0.0
CALL11254,C2775,A1042,2025-06-21 18:06:18.126545,324,Standard Routing,False,0.0
CALL11255,C2473,A1046,2025-07-19 16:51:49.176590,336,AI-Optimized,False,0.0
CALL11256,C2996,A1008,2025-02-07 09:12:14.370857,582,Standard Routing,False,0.0
CALL11257,C2408,A1049,2025-02-18 08:55:56.675159,1685,AI-Optimized,False,0.0
CALL11258,C2854,A1011,2025-05-15 05:13:50.334786,1509,Standard Routing,False,0.0
CALL11259,C2242,A1006,2025-04-02 18:56:46.058336,1097,AI-Optimized,False,0.0
CALL11260,C2146,A1040,2025-08-25 10:18:04.282273,1383,Standard Routing,True,317.21
CALL11261,C2629,A1020,2025-07-27 02:33:35.529290,949,AI-Optimized,False,0.0
CALL11262,C2197,A1002,2025-09-23 03:39:48.218710,1028,AI-Optimized,False,0.0
CALL11263,C2559,A1011,2025-05-08 15:13:33.169089,66,Standard Routing,False,0.0
CALL11264,C2190,A1004,2025-10-06 07:29:00.538522,596,AI-Optimized,True,132.18
CALL11265,C2664,A1013,2025-05-07 11:39:24.438104,157,Standard Routing,False,0.0
CALL11266,C2108,A1017,2025-05-14 06:28:37.563997,1466,AI-Optimized,False,0.0
CALL11267,C2617,A1017,2025-08-22 16:19:12.920151,445,Standard Routing,False,0.0
CALL11268,C2357,A1005,2025-05-01 09:45:11.381235,996,AI-Optimized,False,0.0
CALL11269,C2933,A1038,2025-06-03 23:42:44.724057,1338,AI-Optimized,False,0.0
CALL11270,C2201,A1015,2025-05-10 05:44:25.910069,1411,Standard Routing,True,245.25
CALL11271,C2092,A1025,2025-08-30 06:52:21.187028,175,Standard Routing,False,0.0
CALL11272,C2664,A1013,2025-10-10 21:41:56.350017,621,AI-Optimized,False,0.0
CALL11273,C2914,A1049,2025-04-17 13:02:29.543534,1774,AI-Optimized,False,0.0
CALL11274,C2816,A1049,2025-02-23 18:08:31.033817,516,AI-Optimized,False,0.0
CALL11275,C2182,A1027,2025-08-14 00:14:23.255659,852,AI-Optimized,False,0.0
CALL11276,C2881,A1023,2025-03-08 05:03:44.430197,1385,Standard Routing,False,0.0
CALL11277,C2698,A1014,2025-09-20 11:02:52.573558,665,Standard Routing,False,0.0
CALL11278,C2821,A1045,2025-04-24 14:36:26.481173,267,Standard Routing,False,0.0
CALL11279,C2601,A1025,2025-08-29 23:38:41.794598,1186,AI-Optimized,False,0.0
CALL11280,C2756,A1005,2025-09-16 21:32:29.584921,935,AI-Optimized,False,0.0
CALL11281,C2494,A1048,2025-06-19 18:22:21.083700,627,AI-Optimized,False,0.0
CALL11282,C2073,A1011,2025-08-21 03:58:28.822544,1407,Standard Routing,False,0.0
CALL11283,C2068,A1031,2025-03-23 08:57:46.308905,1615,AI-Optimized,False,0.0
CALL11284,C2726,A1017,2025-05-16 12:01:53.855145,1562,AI-Optimized,False,0.0
CALL11285,C2558,A1017,2025-01-26 14:51:02.840265,584,Standard Routing,False,0.0
CALL11286,C2767,A1028,2025-03-12 12:26:16.521128,627,AI-Optimized,True,254.72
CALL11287,C2162,A1004,2025-08-28 10:06:44.714940,1182,Standard Routing,False,0.0
CALL11288,C2231,A1029,2025-06-23 04:01:47.031132,1149,Standard Routing,False,0.0
CALL11289,C2244,A1022,2025-08-02 08:37:25.179869,771,Standard Routing,False,0.0
CALL11290,C2078,A1016,2025-08-25 13:17:57.175641,1313,Standard Routing,False,0.0
CALL11291,C2031,A1027,2025-01-11 12:25:25.488410,164,Standard Routing,False,0.0
CALL11292,C2910,A1031,2025-09-29 04:36:06.719450,1589,AI-Optimized,False,0.0
CALL11293,C2460,A1015,2025-03-15 23:41:25.099077,1711,AI-Optimized,False,0.0
CALL11294,C2352,A1046,2025-06-25 17:52:26.762863,1790,Standard Routing,False,0.0
CALL11295,C2121,A1015,2025-07-19 19:47:08.324561,259,AI-Optimized,False,0.0
CALL11296,C2125,A1003,2025-01-08 12:21:39.668771,766,Standard Routing,False,0.0
CALL11297,C2567,A1017,2025-07-27 02:53:45.341535,1370,Standard Routing,False,0.0
CALL11298,C2641,A1011,2025-03-15 10:19:33.101681,1403,Standard Routing,False,0.0
CALL11299,C2876,A1045,2025-09-26 10:05:03.878415,146,AI-Optimized,False,0.0
CALL11300,C2056,A1043,2025-05-25 03:20:17.539398,1302,Standard Routing,False,0.0
CALL11301,C2971,A1035,2025-09-29 09:57:39.161951,1406,Standard Routing,False,0.0
CALL11302,C2160,A1020,2025-01-26 19:22:42.725782,1722,Standard Routing,False,0.0
CALL11303,C2636,A1010,2025-08-24 15:37:56.889925,912,AI-Optimized,False,0.0
CALL11304,C2854,A1027,2025-08-16 16:35:19.326315,1531,AI-Optimized,False,0.0
CALL11305,C2240,A1023,2025-08-07 20:29:12.461659,203,Standard Routing,True,460.42
CALL11306,C2686,A1046,2025-04-12 22:20:57.703161,219,AI-Optimized,False,0.0
CALL11307,C2032,A1049,2025-01-16 16:38:05.131038,243,Standard Routing,False,0.0
CALL11308,C2188,A1002,2025-08-17 23:52:44.840211,157,AI-Optimized,True,366.41
CALL11309,C2924,A1022,2025-07-14 17:24:10.869931,510,Standard Routing,False,0.0
CALL11310,C2319,A1010,2025-04-12 15:35:25.053579,324,AI-Optimized,False,0.0
CALL11311,C2531,A1025,2025-06-03 20:52:01.195415,94,Standard Routing,True,408.53
CALL11312,C2231,A1014,2025-09-17 08:11:02.084664,703,Standard Routing,False,0.0
CALL11313,C2689,A1009,2025-03-19 04:59:27.579101,701,AI-Optimized,False,0.0
CALL11314,C2790,A1022,2025-05-08 08:07:59.576657,1378,AI-Optimized,False,0.0
CALL11315,C2353,A1022,2025-03-19 05:48:52.207085,129,AI-Optimized,True,463.75
CALL11316,C2748,A1004,2025-08-23 23:51:32.392282,1772,Standard Routing,False,0.0
CALL11317,C2913,A1021,2025-10-01 09:10:17.480838,50,AI-Optimized,True,85.2
CALL11318,C2523,A1027,2025-03-28 02:23:46.038762,1098,Standard Routing,False,0.0
CALL11319,C2144,A1037,2025-01-04 03:53:56.594501,1288,Standard Routing,True,407.21
CALL11320,C2197,A1032,2025-09-25 06:38:14.439161,386,Standard Routing,False,0.0
CALL11321,C2906,A1012,2025-10-02 10:11:15.894826,679,AI-Optimized,False,0.0
CALL11322,C2954,A1017,2025-10-06 03:27:05.973829,1134,AI-Optimized,False,0.0
CALL11323,C2879,A1017,2025-06-25 09:37:16.076912,1770,Standard Routing,False,0.0
CALL11324,C2225,A1025,2025-05-05 21:44:48.482922,1532,Standard Routing,False,0.0
CALL11325,C2795,A1037,2025-04-24 20:08:42.926245,778,Standard Routing,False,0.0
CALL11326,C2357,A1045,2025-02-14 10:37:31.447835,1654,AI-Optimized,False,0.0
CALL11327,C2068,A1023,2025-01-20 15:40:37.124623,497,AI-Optimized,False,0.0
CALL11328,C2841,A1027,2025-04-04 21:55:26.446694,271,Standard Routing,False,0.0
CALL11329,C2277,A1008,2025-02-21 23:21:21.514646,978,Standard Routing,False,0.0
CALL11330,C2343,A1035,2025-02-18 12:50:48.851279,778,AI-Optimized,False,0.0
CALL11331,C2490,A1016,2025-03-15 15:28:52.608451,1443,Standard Routing,False,0.0
CALL11332,C2740,A1032,2025-08-05 01:12:43.071204,566,Standard Routing,False,0.0
CALL11333,C2255,A1007,2025-02-21 12:11:29.596929,1162,AI-Optimized,False,0.0
CALL11334,C2331,A1018,2025-01-13 10:31:44.071367,1437,Standard Routing,False,0.0
CALL11335,C2017,A1019,2025-08-06 20:16:43.385934,1419,AI-Optimized,False,0.0
CALL11336,C2109,A1037,2025-09-18 19:15:48.783460,559,AI-Optimized,False,0.0
CALL11337,C2427,A1007,2025-06-26 13:03:51.317339,526,AI-Optimized,False,0.0
CALL11338,C2468,A1000,2025-05-15 02:54:54.890369,587,Standard Routing,False,0.0
CALL11339,C2180,A1012,2025-01-06 18:08:38.025927,1389,Standard Routing,True,414.1
CALL11340,C2304,A1020,2025-09-08 03:53:04.477689,187,Standard Routing,False,0.0
CALL11341,C2020,A1002,2025-05-06 02:38:21.279368,1170,Standard Routing,False,0.0
CALL11342,C2707,A1019,2025-03-16 06:22:10.950391,89,AI-Optimized,True,374.09
CALL11343,C2241,A1035,2025-10-09 18:51:17.177078,485,AI-Optimized,False,0.0
CALL11344,C2938,A1008,2025-06-11 23:05:21.277280,114,AI-Optimized,False,0.0
CALL11345,C2062,A1034,2025-09-28 12:57:14.702451,309,Standard Routing,False,0.0
CALL11346,C2804,A1027,2025-06-17 11:50:49.638277,1518,AI-Optimized,False,0.0
CALL11347,C2842,A1017,2025-08-29 14:28:05.410880,1186,AI-Optimized,False,0.0
CALL11348,C2711,A1006,2025-08-22 12:54:52.823656,1546,AI-Optimized,False,0.0
CALL11349,C2643,A1045,2025-01-07 01:55:57.571962,936,Standard Routing,False,0.0
CALL11350,C2522,A1010,2025-02-14 08:16:53.460207,1470,Standard Routing,False,0.0
CALL11351,C2547,A1016,2025-06-26 15:30:47.218930,1004,Standard Routing,False,0.0
CALL11352,C2352,A1048,2025-01-28 19:48:28.563670,107,Standard Routing,False,0.0
CALL11353,C2545,A1033,2025-07-16 00:28:41.294225,687,AI-Optimized,False,0.0
CALL11354,C2015,A1008,2025-04-19 18:03:01.277225,576,AI-Optimized,False,0.0
CALL11355,C2880,A1003,2025-03-16 12:06:12.747259,1513,Standard Routing,False,0.0
CALL11356,C2913,A1035,2025-06-15 18:46:55.538945,1584,AI-Optimized,True,289.49
CALL11357,C2980,A1025,2025-09-25 03:04:39.498956,351,AI-Optimized,False,0.0
CALL11358,C2267,A1029,2025-02-22 01:40:41.121483,174,AI-Optimized,True,145.42
CALL11359,C2587,A1007,2025-09-11 13:49:02.636568,1578,AI-Optimized,False,0.0
CALL11360,C2459,A1029,2025-03-03 10:28:13.535086,820,Standard Routing,False,0.0
CALL11361,C2412,A1005,2025-06-01 23:28:30.149683,368,AI-Optimized,False,0.0
CALL11362,C2545,A1010,2025-01-12 20:00:39.522277,868,AI-Optimized,False,0.0
CALL11363,C2043,A1004,2025-01-24 04:26:54.193561,1094,AI-Optimized,False,0.0
CALL11364,C2391,A1001,2025-08-13 05:27:12.197888,763,Standard Routing,False,0.0
CALL11365,C2471,A1021,2025-02-07 13:00:05.769268,1545,Standard Routing,True,226.08
CALL11366,C2959,A1005,2025-01-29 07:51:15.074268,1761,Standard Routing,False,0.0
CALL11367,C2921,A1033,2025-02-02 16:50:12.672842,157,Standard Routing,False,0.0
CALL11368,C2789,A1009,2025-07-02 09:20:44.782862,1733,AI-Optimized,False,0.0
CALL11369,C2835,A1010,2025-02-24 06:41:26.046242,750,Standard Routing,True,331.91
CALL11370,C2158,A1037,2025-02-25 14:37:11.310865,1763,AI-Optimized,False,0.0
CALL11371,C2417,A1037,2025-01-21 18:20:28.506531,694,Standard Routing,True,102.15
CALL11372,C2825,A1035,2025-04-30 20:20:44.889616,1432,Standard Routing,False,0.0
CALL11373,C2991,A1047,2025-05-27 02:04:33.178825,1776,Standard Routing,False,0.0
CALL11374,C2664,A1048,2025-02-16 11:49:56.629986,1424,Standard Routing,False,0.0
CALL11375,C2338,A1032,2025-07-22 05:11:08.252021,458,AI-Optimized,False,0.0
CALL11376,C2101,A1002,2025-01-17 19:47:01.009779,1230,Standard Routing,False,0.0
CALL11377,C2073,A1025,2025-06-14 19:37:01.576506,1195,AI-Optimized,False,0.0
CALL11378,C2621,A1028,2025-08-27 04:29:32.278858,1609,Standard Routing,False,0.0
CALL11379,C2512,A1034,2025-09-05 04:19:33.476029,1491,Standard Routing,False,0.0
CALL11380,C2596,A1002,2025-05-03 04:52:48.748223,1602,Standard Routing,False,0.0
CALL11381,C2237,A1003,2025-06-03 16:37:06.600908,599,Standard Routing,False,0.0
CALL11382,C2147,A1006,2025-06-07 23:54:01.969245,1727,Standard Routing,False,0.0
CALL11383,C2246,A1013,2025-06-26 10:34:44.624596,684,AI-Optimized,False,0.0
CALL11384,C2620,A1019,2025-10-08 21:39:37.494423,860,Standard Routing,False,0.0
CALL11385,C2795,A1034,2025-07-25 19:52:09.680490,1365,AI-Optimized,False,0.0
CALL11386,C2651,A1033,2025-04-16 21:07:02.097420,147,Standard Routing,False,0.0
CALL11387,C2220,A1029,2025-07-18 17:23:53.064393,882,Standard Routing,False,0.0
CALL11388,C2035,A1044,2025-08-12 01:56:15.090389,1115,Standard Routing,False,0.0
CALL11389,C2183,A1014,2025-05-04 06:14:07.041537,47,Standard Routing,False,0.0
CALL11390,C2439,A1025,2025-01-21 19:19:16.806082,839,Standard Routing,False,0.0
CALL11391,C2559,A1007,2025-03-23 06:29:22.606158,843,Standard Routing,False,0.0
CALL11392,C2335,A1046,2025-02-06 12:59:08.958105,588,AI-Optimized,False,0.0
CALL11393,C2803,A1018,2025-04-01 00:38:24.413379,228,AI-Optimized,False,0.0
CALL11394,C2840,A1001,2025-07-12 21:23:18.944818,1222,Standard Routing,False,0.0
CALL11395,C2057,A1042,2025-08-26 13:38:16.322545,576,Standard Routing,False,0.0
CALL11396,C2462,A1020,2025-07-30 19:31:47.498591,727,Standard Routing,True,55.48
CALL11397,C2686,A1035,2025-07-18 12:06:45.217822,179,Standard Routing,False,0.0
CALL11398,C2081,A1030,2025-10-08 03:46:10.297965,120,Standard Routing,True,68.15
CALL11399,C2271,A1039,2025-02-22 07:15:59.205319,1396,AI-Optimized,False,0.0
CALL11400,C2876,A1031,2025-04-21 03:47:30.534719,1700,AI-Optimized,False,0.0
CALL11401,C2347,A1028,2025-09-11 06:51:03.424160,229,AI-Optimized,True,298.31
CALL11402,C2278,A1025,2025-08-30 05:22:31.579288,916,Standard Routing,False,0.0
CALL11403,C2574,A1027,2025-01-12 09:13:27.210334,849,AI-Optimized,False,0.0
CALL11404,C2712,A1020,2025-01-08 08:18:36.389326,140,AI-Optimized,True,471.23
CALL11405,C2951,A1012,2025-07-02 12:36:23.897955,1694,Standard Routing,False,0.0
CALL11406,C2780,A1009,2025-02-19 12:47:43.838944,1589,Standard Routing,False,0.0
CALL11407,C2837,A1048,2025-03-30 12:12:33.453825,281,Standard Routing,False,0.0
CALL11408,C2466,A1037,2025-04-04 09:35:46.832740,50,AI-Optimized,True,348.1
CALL11409,C2157,A1013,2025-07-07 05:30:26.889470,536,AI-Optimized,False,0.0
CALL11410,C2012,A1012,2025-03-07 15:45:10.847791,945,Standard Routing,False,0.0
CALL11411,C2846,A1035,2025-05-17 22:16:34.381566,220,AI-Optimized,False,0.0
CALL11412,C2953,A1041,2025-01-08 21:20:28.990306,543,Standard Routing,False,0.0
CALL11413,C2270,A1047,2025-08-20 17:17:41.414673,1569,AI-Optimized,True,309.98
CALL11414,C2114,A1000,2025-03-04 14:30:26.611443,1154,Standard Routing,False,0.0
CALL11415,C2461,A1039,2025-02-15 15:00:28.763320,1414,Standard Routing,False,0.0
CALL11416,C2218,A1035,2025-09-29 15:52:41.887615,924,Standard Routing,False,0.0
CALL11417,C2308,A1036,2025-09-27 09:16:09.674754,314,AI-Optimized,True,418.25
CALL11418,C2444,A1036,2025-07-13 03:06:02.905472,469,AI-Optimized,False,0.0
CALL11419,C2139,A1006,2025-05-01 05:03:44.568650,731,AI-Optimized,False,0.0
CALL11420,C2349,A1023,2025-08-16 02:15:45.083592,432,Standard Routing,False,0.0
CALL11421,C2615,A1023,2025-03-27 13:51:12.642780,1375,AI-Optimized,True,349.79
CALL11422,C2496,A1029,2025-08-04 05:46:14.172827,348,AI-Optimized,False,0.0
CALL11423,C2375,A1040,2025-03-02 08:02:18.802918,490,Standard Routing,False,0.0
CALL11424,C2521,A1032,2025-09-15 21:15:57.492377,1520,AI-Optimized,False,0.0
CALL11425,C2556,A1032,2025-05-08 14:37:58.742404,545,Standard Routing,False,0.0
CALL11426,C2627,A1034,2025-05-29 22:56:50.717359,1517,Standard Routing,False,0.0
CALL11427,C2441,A1048,2025-03-10 09:07:02.342902,378,AI-Optimized,True,419.55
CALL11428,C2870,A1020,2025-08-21 17:23:33.778009,1121,AI-Optimized,False,0.0
CALL11429,C2909,A1045,2025-08-23 15:13:19.619696,407,Standard Routing,False,0.0
CALL11430,C2481,A1046,2025-03-21 19:22:09.507352,275,Standard Routing,False,0.0
CALL11431,C2895,A1043,2025-08-05 22:42:38.386747,699,Standard Routing,False,0.0
CALL11432,C2561,A1022,2025-04-13 21:37:18.695697,996,Standard Routing,False,0.0
CALL11433,C2876,A1019,2025-07-08 14:34:05.309046,819,Standard Routing,False,0.0
CALL11434,C2014,A1047,2025-01-11 21:21:02.171753,376,Standard Routing,False,0.0
CALL11435,C2127,A1040,2025-08-26 21:15:41.471645,459,AI-Optimized,True,144.34
CALL11436,C2971,A1004,2025-03-05 19:13:52.516402,1535,AI-Optimized,False,0.0
CALL11437,C2538,A1008,2025-03-18 04:38:54.668633,462,Standard Routing,False,0.0
CALL11438,C2379,A1002,2025-07-13 19:23:02.146841,1052,AI-Optimized,False,0.0
CALL11439,C2446,A1049,2025-01-20 14:57:16.006133,1707,AI-Optimized,False,0.0
CALL11440,C2710,A1017,2025-04-02 09:22:00.781749,1309,Standard Routing,False,0.0
CALL11441,C2181,A1040,2025-02-05 17:32:25.771534,617,AI-Optimized,True,270.7
CALL11442,C2743,A1011,2025-05-04 22:02:39.534931,966,Standard Routing,False,0.0
CALL11443,C2598,A1019,2025-03-20 03:20:43.713608,1379,AI-Optimized,True,407.22
CALL11444,C2993,A1000,2025-09-21 08:25:56.624777,630,Standard Routing,False,0.0
CALL11445,C2537,A1022,2025-09-12 11:03:27.790748,1705,Standard Routing,False,0.0
CALL11446,C2049,A1012,2025-04-27 19:02:39.172407,55,AI-Optimized,False,0.0
CALL11447,C2066,A1006,2025-06-12 04:27:11.780996,1631,Standard Routing,False,0.0
CALL11448,C2218,A1045,2025-05-10 06:29:43.347432,1043,Standard Routing,False,0.0
CALL11449,C2375,A1005,2025-07-23 12:16:07.895967,385,AI-Optimized,False,0.0
CALL11450,C2999,A1027,2025-03-11 18:37:38.472207,504,Standard Routing,False,0.0
CALL11451,C2638,A1000,2025-07-10 03:21:55.799025,1090,AI-Optimized,False,0.0
CALL11452,C2321,A1005,2025-04-26 10:54:17.249501,1488,AI-Optimized,False,0.0
CALL11453,C2971,A1025,2025-06-02 23:58:57.200274,426,AI-Optimized,False,0.0
CALL11454,C2028,A1008,2025-01-04 03:55:42.643829,1536,AI-Optimized,False,0.0
CALL11455,C2211,A1024,2025-03-18 23:13:46.305479,151,AI-Optimized,False,0.0
CALL11456,C2077,A1002,2025-06-07 23:35:06.823497,502,AI-Optimized,False,0.0
CALL11457,C2500,A1029,2025-03-16 21:41:19.222566,1401,Standard Routing,True,417.46
CALL11458,C2791,A1030,2025-01-18 05:36:14.365145,559,Standard Routing,False,0.0
CALL11459,C2138,A1021,2025-08-18 02:38:48.806107,161,AI-Optimized,False,0.0
CALL11460,C2015,A1008,2025-02-22 06:01:02.873479,412,Standard Routing,False,0.0
CALL11461,C2526,A1023,2025-08-10 11:27:17.092759,663,Standard Routing,False,0.0
CALL11462,C2167,A1001,2025-08-13 20:16:38.602267,661,Standard Routing,False,0.0
CALL11463,C2507,A1020,2025-04-07 01:15:09.899130,946,AI-Optimized,True,76.39
CALL11464,C2735,A1037,2025-06-01 06:09:22.312027,1501,Standard Routing,True,182.41
CALL11465,C2511,A1026,2025-04-12 10:48:28.792488,1651,AI-Optimized,False,0.0
CALL11466,C2869,A1007,2025-07-13 21:32:30.868584,1098,AI-Optimized,False,0.0
CALL11467,C2841,A1047,2025-06-25 22:35:47.241718,294,Standard Routing,False,0.0
CALL11468,C2054,A1029,2025-09-01 15:31:45.928835,234,AI-Optimized,False,0.0
CALL11469,C2108,A1048,2025-05-11 00:03:57.145762,993,Standard Routing,False,0.0
CALL11470,C2353,A1031,2025-06-19 01:28:19.671090,1106,Standard Routing,False,0.0
CALL11471,C2663,A1015,2025-07-27 02:57:30.654593,996,AI-Optimized,False,0.0
CALL11472,C2000,A1044,2025-05-16 12:10:47.752082,1518,AI-Optimized,False,0.0
CALL11473,C2887,A1028,2025-04-12 18:53:11.299407,1442,Standard Routing,False,0.0
CALL11474,C2156,A1036,2025-07-20 15:52:09.847228,699,AI-Optimized,False,0.0
CALL11475,C2926,A1024,2025-09-02 08:22:07.669886,203,Standard Routing,False,0.0
CALL11476,C2664,A1017,2025-02-17 07:37:08.277858,1505,Standard Routing,False,0.0
CALL11477,C2891,A1036,2025-03-06 08:22:11.341073,1722,Standard Routing,False,0.0
CALL11478,C2725,A1024,2025-06-09 05:03:32.186877,163,Standard Routing,True,108.47
CALL11479,C2413,A1030,2025-09-09 00:11:28.538483,434,AI-Optimized,True,220.49
CALL11480,C2225,A1011,2025-09-23 20:26:52.755583,958,AI-Optimized,False,0.0
CALL11481,C2196,A1031,2025-04-12 22:32:36.620244,379,Standard Routing,False,0.0
