OrderID,OrderDate,CustomerID,Country,State,City,ProductCategory,ProductName,QuantitySold,UnitPrice,UnitCost,SaleValue,Profit,CustomerSegment,ShipmentStatus
13109,2023-07-07 15:02:05.299642,C2252,Brazil,Bahia,Richmondfurt,Electronics,Smartwatch,4,164.96,97.62,659.84,269.36,Low-Value,Processing
13110,2023-03-18 22:05:01.133842,C2352,UK,Northern Ireland,Pamelachester,Electronics,Smartphone,3,98.1,41.48,294.3,169.86,Mid-Value,Processing
13111,2022-01-20 16:10:08.371760,C2486,Brazil,São Paulo,Deborahville,Books,Biography,1,290.11,192.28,290.11,97.83,High-Value,Returned
13112,2023-03-01 14:02:17.952135,C2631,Brazil,Minas Gerais,South Holly,Clothing,Sweater,4,338.62,248.01,1354.48,362.44,High-Value,Returned
13113,2022-02-04 11:31:39.481800,C2234,Germany,Hesse,North Andrea,Books,Science Journal,3,332.26,205.16,996.78,381.3,Low-Value,Returned
13114,2022-10-19 15:53:58.565287,C2299,UK,Wales,Emilychester,Books,Fiction Novel,1,136.33,99.71,136.33,36.62,Low-Value,In Transit
13115,2024-03-15 09:52:11.923997,C2191,UK,Wales,Melissaburgh,Books,Fiction Novel,4,177.18,81.64,708.72,382.16,Low-Value,Processing
13116,2022-07-21 22:39:17.716409,C2026,UK,Wales,Mitchellton,Books,Fiction Novel,5,175.28,80.17,876.4,475.55,Mid-Value,In Transit
13117,2023-12-20 19:17:19.726761,C2977,UK,Wales,Jeffreymouth,Electronics,Smartphone,1,373.39,275.23,373.39,98.16,High-Value,In Transit
13118,2023-09-14 00:49:12.704664,C2319,India,Delhi,East Morganberg,Home Goods,Coffee Maker,5,351.48,168.19,1757.4,916.45,Mid-Value,Processing
13119,2022-01-23 23:03:37.298508,C2419,Germany,Berlin,West Drewmouth,Electronics,Laptop,2,70.22,33.2,140.44,74.04,Mid-Value,Delivered
13120,2022-05-24 05:23:02.106692,C2948,USA,California,Downsland,Books,Science Journal,5,42.09,18.89,210.45,116.0,Low-Value,Returned
13121,2023-10-13 07:18:15.109824,C2550,Brazil,São Paulo,North Virginiashire,Books,Science Journal,2,229.89,127.72,459.78,204.34,Mid-Value,Returned
13122,2022-02-04 02:02:59.574201,C2306,Brazil,Rio de Janeiro,Christophermouth,Home Goods,Blender,2,251.87,181.71,503.74,140.32,Low-Value,Returned
13123,2023-08-19 04:19:57.986204,C2179,Brazil,Rio de Janeiro,Port Trevor,Books,Science Journal,3,200.45,118.23,601.35,246.66,Low-Value,Returned
13124,2022-06-28 14:24:29.878668,C2523,Germany,Bavaria,Lake Jessica,Electronics,Headphones,1,57.19,23.33,57.19,33.86,Mid-Value,Delivered
13125,2023-12-26 19:46:28.670729,C2402,Brazil,Bahia,Lake John,Electronics,Smartphone,2,233.55,123.43,467.1,220.24,Low-Value,Delivered
13126,2024-03-02 13:06:20.323253,C2999,UK,Scotland,Weissmouth,Electronics,Smartwatch,3,361.88,247.9,1085.64,341.94,Mid-Value,Delivered
13127,2023-01-06 04:45:42.453969,C2079,USA,California,North Barbaraborough,Clothing,Jacket,2,322.2,197.1,644.4,250.2,High-Value,Processing
13128,2024-02-10 11:15:38.896469,C2443,Brazil,Minas Gerais,Robertberg,Clothing,Jacket,5,186.23,91.25,931.15,474.9,High-Value,Processing
13129,2022-07-31 22:01:48.042661,C2292,Brazil,Minas Gerais,Williamport,Home Goods,Blender,3,44.15,28.94,132.45,45.63,Low-Value,Processing
13130,2023-08-23 21:53:42.724324,C2310,UK,Northern Ireland,Davidburgh,Books,Biography,3,404.55,294.37,1213.65,330.54,Low-Value,Delivered
13131,2022-03-16 03:56:26.528476,C2710,Brazil,Rio de Janeiro,Wilcoxville,Home Goods,Towel Set,2,205.44,137.7,410.88,135.48,Low-Value,Delivered
13132,2022-01-15 10:09:13.832937,C2764,Germany,Hamburg,Cynthiabury,Books,Cookbook,5,398.53,295.07,1992.65,517.3,Mid-Value,Delivered
13133,2022-10-09 22:35:38.767613,C2076,Brazil,São Paulo,Ingramville,Home Goods,Blender,1,171.7,92.03,171.7,79.67,Mid-Value,Processing
13134,2023-04-14 06:47:53.192630,C2600,Germany,Hesse,Marvinmouth,Home Goods,Vacuum Cleaner,5,426.73,212.41,2133.65,1071.6,Low-Value,Returned
13135,2023-10-03 09:39:39.214377,C2430,UK,Scotland,Jonesville,Electronics,Smartwatch,3,203.29,102.34,609.87,302.85,Low-Value,In Transit
13136,2022-09-20 20:59:43.762263,C2798,USA,California,Krausebury,Home Goods,Coffee Maker,2,108.66,59.91,217.32,97.5,High-Value,Delivered
13137,2023-08-29 10:35:15.738940,C2617,Germany,Berlin,Ericamouth,Books,Science Journal,1,282.9,191.96,282.9,90.94,Low-Value,Delivered
13138,2023-06-24 00:21:24.804203,C2724,USA,Florida,Garyshire,Clothing,Jacket,1,431.42,183.32,431.42,248.1,Low-Value,Returned
13139,2022-07-04 10:32:01.219062,C2848,USA,New York,Brittanychester,Home Goods,Blender,5,386.02,242.34,1930.1,718.4,High-Value,Processing
13140,2023-03-31 06:25:55.124561,C2894,USA,Texas,Danielhaven,Clothing,Sweater,5,217.76,100.58,1088.8,585.9,High-Value,Processing
13141,2022-02-18 14:08:48.211966,C2132,Germany,Hesse,South Jenna,Electronics,Smartwatch,5,292.43,156.61,1462.15,679.1,High-Value,Returned
13142,2022-04-23 09:57:06.871890,C2747,USA,New York,Jonesfurt,Clothing,T-Shirt,3,394.84,228.07,1184.52,500.31,Mid-Value,In Transit
13143,2022-07-30 10:10:27.918093,C2436,India,Delhi,Lauratown,Home Goods,Blender,2,330.66,222.33,661.32,216.66,High-Value,Processing
13144,2023-02-19 01:20:09.838979,C2331,India,Maharashtra,Livingstonborough,Clothing,Jacket,2,319.65,178.15,639.3,283.0,Low-Value,In Transit
13145,2022-01-28 13:26:10.466336,C2526,USA,New York,East Nicolas,Clothing,T-Shirt,2,297.86,206.0,595.72,183.72,Mid-Value,Returned
13146,2023-01-18 01:49:32.822469,C2508,Brazil,São Paulo,Morriston,Books,Biography,4,268.43,118.61,1073.72,599.28,High-Value,Delivered
13147,2023-07-15 19:37:34.480968,C2208,UK,Scotland,Port Justinmouth,Electronics,Headphones,4,116.3,85.22,465.2,124.32,High-Value,Delivered
13148,2022-02-18 22:27:52.477287,C2240,USA,Texas,West Davidtown,Clothing,Jacket,5,339.21,136.77,1696.05,1012.2,Mid-Value,In Transit
13149,2023-04-16 14:34:42.026330,C2786,India,Tamil Nadu,East Lisa,Home Goods,Vacuum Cleaner,5,417.93,174.15,2089.65,1218.9,Mid-Value,Delivered
13150,2023-08-20 19:31:29.797972,C2095,Brazil,Rio de Janeiro,Harrisfurt,Clothing,T-Shirt,1,379.06,198.37,379.06,180.69,Low-Value,In Transit
13151,2023-08-18 09:30:10.075813,C2944,USA,California,Collinsville,Electronics,Laptop,5,13.73,7.72,68.65,30.05,Mid-Value,Returned
13152,2024-02-26 15:23:56.116552,C2660,Germany,Berlin,Jonathanburgh,Home Goods,Blender,2,281.29,150.46,562.58,261.66,Mid-Value,Processing
13153,2024-04-19 07:33:57.342001,C2234,India,Delhi,Port Theresa,Clothing,Jacket,2,344.49,225.92,688.98,237.14,Low-Value,Processing
13154,2022-11-08 00:38:15.014200,C2025,India,Maharashtra,North Jennifer,Books,Science Journal,3,408.68,233.28,1226.04,526.2,Mid-Value,Processing
13155,2023-08-22 21:17:56.715211,C2333,USA,Texas,Tamaraberg,Home Goods,Blender,4,91.28,64.72,365.12,106.24,High-Value,Processing
13156,2024-01-06 15:29:47.994966,C2460,USA,Texas,Robertmouth,Home Goods,Blender,2,428.99,321.23,857.98,215.52,Mid-Value,Delivered
13157,2024-02-04 05:15:06.387190,C2838,Brazil,Rio de Janeiro,Port Meghanshire,Home Goods,Vacuum Cleaner,1,191.39,135.93,191.39,55.46,Low-Value,Returned
13158,2022-11-13 00:27:13.594471,C2164,India,Karnataka,Christyview,Electronics,Smartphone,2,233.6,124.24,467.2,218.72,High-Value,In Transit
13159,2023-08-18 15:34:01.980719,C2416,UK,Scotland,Michaelfurt,Home Goods,Vacuum Cleaner,5,333.87,211.95,1669.35,609.6,High-Value,In Transit
13160,2022-03-10 02:56:13.371121,C2652,Brazil,Rio de Janeiro,Vanessaberg,Clothing,Jeans,2,141.86,105.12,283.72,73.48,Low-Value,Processing
13161,2022-12-06 04:18:06.472041,C2009,Germany,Berlin,New Elizabethtown,Clothing,Jeans,3,200.88,92.02,602.64,326.58,Mid-Value,Returned
13162,2022-05-25 17:28:29.730387,C2809,USA,New York,Lopezfurt,Clothing,Jacket,1,216.08,150.58,216.08,65.5,Low-Value,Delivered
13163,2022-02-07 08:42:46.914989,C2080,India,Delhi,South Kyleview,Electronics,Laptop,5,316.64,237.39,1583.2,396.25,Mid-Value,Delivered
13164,2022-03-15 16:25:01.990587,C2056,Germany,Bavaria,West Kristenland,Books,Fiction Novel,2,144.82,94.26,289.64,101.12,Low-Value,Processing
13165,2023-03-31 04:25:10.349215,C2393,UK,England,Smithfurt,Books,Biography,2,174.09,71.16,348.18,205.86,Mid-Value,Processing
13166,2022-06-18 08:11:12.762118,C2045,Brazil,São Paulo,New Andrew,Books,Cookbook,1,121.42,68.58,121.42,52.84,High-Value,In Transit
13167,2023-01-19 18:03:53.512697,C2062,India,Tamil Nadu,Lewisshire,Home Goods,Vacuum Cleaner,4,36.53,23.09,146.12,53.76,Mid-Value,Returned
13168,2022-06-02 15:45:37.659065,C2981,Brazil,Minas Gerais,New Kenneth,Home Goods,Blender,1,301.39,122.86,301.39,178.53,High-Value,Processing
13169,2022-06-11 04:52:32.957880,C2454,UK,Northern Ireland,Lake Johnside,Books,Biography,4,28.64,15.82,114.56,51.28,Low-Value,Delivered
13170,2023-08-08 07:33:21.155426,C2420,USA,Florida,Lake Steven,Home Goods,Blender,3,422.17,261.2,1266.51,482.91,Low-Value,In Transit
13171,2022-12-07 05:30:45.253596,C2300,USA,Florida,Lisafurt,Books,Science Journal,1,265.09,176.46,265.09,88.63,High-Value,In Transit
13172,2022-10-23 01:30:51.842993,C2913,USA,California,Sanchezview,Electronics,Smartwatch,3,438.74,226.67,1316.22,636.21,Low-Value,Processing
13173,2023-05-09 15:38:44.772561,C2118,UK,Wales,Brownberg,Electronics,Smartphone,3,77.19,56.91,231.57,60.84,High-Value,Delivered
13174,2022-07-14 20:01:39.445299,C2245,India,Delhi,East Charles,Clothing,T-Shirt,1,393.67,242.54,393.67,151.13,Mid-Value,Returned
13175,2022-07-05 17:35:26.087386,C2643,UK,Northern Ireland,Christianview,Clothing,T-Shirt,2,158.7,80.22,317.4,156.96,High-Value,Processing
13176,2023-02-03 20:15:52.438956,C2074,Brazil,Minas Gerais,Lake Rubenland,Home Goods,Vacuum Cleaner,2,144.75,74.13,289.5,141.24,Mid-Value,In Transit
13177,2023-01-31 14:04:15.035933,C2364,Brazil,Bahia,New Mary,Clothing,Sweater,3,194.02,119.76,582.06,222.78,High-Value,Returned
13178,2024-03-15 07:27:35.456234,C2937,Germany,Berlin,Williamchester,Electronics,Smartwatch,5,97.11,42.88,485.55,271.15,Mid-Value,Returned
13179,2024-01-12 06:51:58.293469,C2546,India,Delhi,Millerbury,Clothing,Sweater,2,381.91,220.95,763.82,321.92,Low-Value,Processing
13180,2022-12-30 00:21:24.450252,C2636,Germany,Hamburg,Garyborough,Electronics,Smartphone,5,147.14,83.96,735.7,315.9,High-Value,Processing
13181,2022-03-20 17:12:27.019036,C2292,USA,New York,North Shelleystad,Electronics,Smartwatch,3,155.27,65.85,465.81,268.26,High-Value,Processing
13182,2024-03-06 19:11:19.695110,C2312,India,Delhi,South Rogerburgh,Home Goods,Coffee Maker,2,16.29,10.87,32.58,10.84,Mid-Value,Returned
13183,2023-09-21 05:23:53.330202,C2966,Germany,Hamburg,Gabrielview,Clothing,Jacket,3,239.7,120.85,719.1,356.55,Low-Value,Returned
13184,2024-01-23 10:31:07.224588,C2338,India,Karnataka,Johnnyview,Electronics,Smartphone,1,175.23,123.74,175.23,51.49,Low-Value,In Transit
13185,2022-12-13 04:46:00.630159,C2638,Brazil,São Paulo,Josephstad,Clothing,Sweater,5,420.38,287.93,2101.9,662.25,High-Value,Delivered
13186,2022-03-23 12:25:28.243720,C2762,UK,Wales,North Daniellefort,Home Goods,Towel Set,4,41.79,27.77,167.16,56.08,High-Value,Returned
13187,2023-04-25 00:16:20.018080,C2808,UK,Northern Ireland,Lake Aaronfort,Home Goods,Towel Set,5,176.08,129.2,880.4,234.4,Mid-Value,In Transit
13188,2024-02-17 09:08:36.873186,C2897,UK,Northern Ireland,South Michaelside,Books,Science Journal,1,378.15,225.71,378.15,152.44,Low-Value,Delivered
13189,2023-02-06 15:18:22.259797,C2088,USA,Florida,Lake Jennifer,Clothing,Jacket,4,94.51,49.15,378.04,181.44,High-Value,Returned
13190,2023-03-11 17:40:54.861014,C2379,Germany,Hesse,Leebury,Books,Fiction Novel,4,143.72,95.54,574.88,192.72,High-Value,Processing
13191,2023-03-19 12:53:54.847346,C2500,UK,Scotland,Lake Cody,Clothing,Sweater,2,244.87,154.75,489.74,180.24,High-Value,Returned
13192,2022-07-27 04:13:19.669633,C2678,Brazil,São Paulo,Hallview,Books,Science Journal,3,353.02,212.29,1059.06,422.19,Mid-Value,Processing
13193,2023-11-10 01:54:29.085572,C2102,UK,Wales,Dennisside,Home Goods,Blender,1,246.27,111.85,246.27,134.42,Mid-Value,Delivered
13194,2023-03-27 11:09:18.419849,C2509,UK,Northern Ireland,North Holly,Clothing,Sweater,2,400.0,253.21,800.0,293.58,Low-Value,Delivered
13195,2022-07-05 23:27:45.412111,C2014,USA,California,Lake William,Books,Biography,3,360.58,164.88,1081.74,587.1,Mid-Value,Delivered
13196,2023-02-25 13:44:09.591201,C2686,Brazil,Minas Gerais,Port Deniseview,Clothing,T-Shirt,1,317.09,149.4,317.09,167.69,Low-Value,Delivered
13197,2023-04-15 21:26:42.334585,C2979,Brazil,São Paulo,Mariafurt,Home Goods,Towel Set,4,92.6,54.26,370.4,153.36,High-Value,In Transit
13198,2023-10-22 15:38:28.548422,C2595,UK,England,Lake Rebecca,Books,Biography,4,259.4,184.66,1037.6,298.96,High-Value,Returned
13199,2023-05-18 00:09:02.240956,C2077,Germany,Hamburg,Coreyshire,Electronics,Laptop,4,84.09,58.95,336.36,100.56,High-Value,Delivered
13200,2022-08-06 01:32:11.059933,C2276,USA,Florida,Morrisonchester,Clothing,Sweater,2,104.6,59.09,209.2,91.02,High-Value,Processing
13201,2022-06-20 00:40:06.167046,C2655,Germany,Berlin,Rickyburgh,Electronics,Headphones,2,279.26,113.14,558.52,332.24,High-Value,In Transit
13202,2022-12-29 05:01:05.915050,C2593,UK,Scotland,Andrewmouth,Clothing,Sweater,3,87.61,44.65,262.83,128.88,Low-Value,Returned
13203,2024-03-04 00:53:27.543803,C2165,UK,Wales,West Joann,Books,Cookbook,3,80.77,46.64,242.31,102.39,Mid-Value,Returned
13204,2023-05-22 23:13:51.332377,C2630,Brazil,Minas Gerais,Mccarthyville,Clothing,Jeans,3,391.6,196.3,1174.8,585.9,Mid-Value,In Transit
13205,2022-02-21 07:06:29.376530,C2030,India,Tamil Nadu,Reidfort,Home Goods,Vacuum Cleaner,4,249.1,137.25,996.4,447.4,High-Value,Delivered
13206,2022-02-01 04:38:01.796007,C2782,Germany,Hamburg,North Wesleyfort,Books,Biography,2,96.1,61.63,192.2,68.94,High-Value,Processing
13207,2023-05-23 14:33:30.205706,C2171,USA,New York,Evansshire,Electronics,Laptop,3,55.33,37.03,165.99,54.9,High-Value,Processing
13208,2022-11-21 22:34:14.104489,C2780,Germany,Bavaria,Heatherport,Clothing,Sweater,4,145.11,61.66,580.44,333.8,High-Value,Delivered
13209,2022-09-30 14:40:23.174987,C2115,India,Maharashtra,Smithshire,Home Goods,Coffee Maker,3,332.7,185.5,998.1,441.6,Low-Value,In Transit
13210,2022-09-21 05:11:14.556184,C2944,UK,Northern Ireland,East Haleyberg,Books,Biography,5,226.01,123.71,1130.05,511.5,Low-Value,Processing
13211,2022-12-02 08:27:10.133810,C2271,Germany,Berlin,Mathewsside,Books,Cookbook,3,353.12,148.0,1059.36,615.36,Mid-Value,Delivered
13212,2022-09-16 06:58:25.355441,C2613,Germany,Bavaria,East Taraborough,Electronics,Smartwatch,3,378.36,221.92,1135.08,469.32,Low-Value,Processing
13213,2022-03-07 12:34:42.990925,C2158,Brazil,Bahia,Port Tabitha,Electronics,Smartwatch,1,370.85,212.49,370.85,158.36,High-Value,Processing
13214,2023-09-27 10:11:18.166267,C2753,India,Karnataka,Port Brianside,Home Goods,Vacuum Cleaner,3,329.84,183.05,989.52,440.37,Low-Value,Delivered
13215,2023-08-18 23:40:41.763984,C2330,India,Maharashtra,Lake Alexander,Home Goods,Vacuum Cleaner,4,120.34,85.45,481.36,139.56,High-Value,Delivered
13216,2023-07-18 07:44:08.739137,C2932,India,Maharashtra,North Jose,Home Goods,Coffee Maker,1,385.31,185.1,385.31,200.21,Mid-Value,Returned
13217,2023-10-15 22:19:22.876337,C2261,India,Delhi,Jillburgh,Home Goods,Towel Set,4,423.28,209.84,1693.12,853.76,Low-Value,Delivered
13218,2023-10-20 03:17:58.554509,C2244,Germany,Hamburg,Michelleborough,Home Goods,Towel Set,2,45.6,32.27,91.2,26.66,High-Value,In Transit
13219,2023-11-03 21:18:08.847995,C2187,India,Karnataka,Michellemouth,Books,Cookbook,4,448.83,271.33,1795.32,710.0,Low-Value,Processing
13220,2023-05-06 10:23:46.569923,C2757,India,Karnataka,Lake James,Home Goods,Blender,1,53.58,32.97,53.58,20.61,High-Value,Delivered
13221,2023-06-03 17:04:19.637731,C2569,Brazil,Rio de Janeiro,Shannonchester,Home Goods,Coffee Maker,5,236.46,170.44,1182.3,330.1,High-Value,Processing
13222,2023-06-08 22:15:41.697032,C2948,UK,Northern Ireland,Samanthastad,Home Goods,Blender,2,360.3,169.26,720.6,382.08,High-Value,Returned
13223,2024-03-26 23:39:14.233075,C2163,UK,Wales,Holmesview,Books,Cookbook,2,41.08,17.86,82.16,46.44,Mid-Value,In Transit
13224,2022-12-28 13:41:04.937950,C2827,India,Delhi,Marquezhaven,Electronics,Smartwatch,1,295.6,161.07,295.6,134.53,Low-Value,Processing
13225,2022-04-26 18:32:34.892049,C2663,Brazil,São Paulo,Lake Christopher,Home Goods,Towel Set,3,150.49,109.67,451.47,122.46,Mid-Value,Returned
13226,2022-05-31 20:26:51.865647,C2705,Germany,Hesse,East Edward,Clothing,Jeans,2,90.68,61.47,181.36,58.42,Low-Value,In Transit
13227,2024-02-18 05:34:37.500139,C2623,India,Karnataka,Jasonview,Clothing,Jeans,4,47.6,32.56,190.4,60.16,Low-Value,Returned
13228,2023-12-19 00:40:35.574821,C2045,Brazil,Minas Gerais,West Katherine,Electronics,Laptop,3,431.21,310.19,1293.63,363.06,High-Value,In Transit
13229,2023-11-25 11:22:54.587380,C2405,Germany,Hamburg,Mccormickhaven,Clothing,Jeans,3,108.18,50.28,324.54,173.7,Low-Value,Processing
13230,2022-08-09 02:23:02.933221,C2060,India,Tamil Nadu,West Sherry,Home Goods,Coffee Maker,1,290.2,121.81,290.2,168.39,Mid-Value,Processing
13231,2023-03-10 22:11:12.543626,C2224,India,Delhi,Taylortown,Clothing,Jeans,1,57.64,26.38,57.64,31.26,High-Value,Delivered
13232,2023-11-04 01:34:19.393179,C2677,Brazil,Rio de Janeiro,Sierraland,Home Goods,Vacuum Cleaner,1,328.55,214.78,328.55,113.77,Mid-Value,Delivered
13233,2024-05-14 00:48:01.037368,C2760,Brazil,São Paulo,East Cheryl,Electronics,Laptop,3,209.65,101.71,628.95,323.82,Mid-Value,In Transit
13234,2024-04-12 09:06:25.022383,C2887,India,Karnataka,Brittanyville,Clothing,T-Shirt,3,40.81,21.14,122.43,59.01,High-Value,Delivered
13235,2023-06-02 07:58:31.669327,C2329,Brazil,Bahia,Sharpmouth,Clothing,Sweater,1,303.98,192.98,303.98,111.0,High-Value,Returned
13236,2024-03-31 01:56:34.738782,C2000,UK,Wales,Smithfurt,Home Goods,Vacuum Cleaner,5,195.78,92.66,978.9,515.6,Mid-Value,Delivered
13237,2022-11-07 23:48:53.477403,C2672,UK,Northern Ireland,South James,Clothing,Jeans,4,169.03,85.77,676.12,333.04,Low-Value,Returned
13238,2023-08-17 00:37:06.963704,C2514,USA,Texas,North Deborahborough,Home Goods,Coffee Maker,5,95.41,41.92,477.05,267.45,Mid-Value,Returned
13239,2022-04-02 18:57:21.220577,C2720,USA,California,West Andrewside,Home Goods,Coffee Maker,5,148.74,103.35,743.7,226.95,Mid-Value,In Transit
13240,2024-04-18 09:44:29.107936,C2507,Brazil,Bahia,Smithburgh,Clothing,Sweater,1,142.81,83.94,142.81,58.87,High-Value,Returned
13241,2022-07-30 18:14:17.070095,C2184,India,Delhi,New Codytown,Electronics,Laptop,2,219.72,111.92,439.44,215.6,High-Value,In Transit
13242,2023-01-01 20:45:00.844430,C2466,UK,Scotland,Ericside,Home Goods,Vacuum Cleaner,4,148.02,106.26,592.08,167.04,Mid-Value,Processing
13243,2023-11-10 06:25:43.925405,C2095,Germany,Berlin,Hicksside,Clothing,Jeans,4,18.08,9.09,72.32,35.96,Low-Value,In Transit
13244,2023-09-16 11:41:19.012399,C2354,Germany,Hesse,Port Deborahchester,Home Goods,Towel Set,5,419.85,212.56,2099.25,1036.45,Mid-Value,Processing
13245,2024-03-27 06:13:31.357488,C2269,Germany,Hamburg,West Tonya,Electronics,Headphones,1,266.09,173.59,266.09,92.5,Mid-Value,Returned
13246,2022-03-07 23:56:19.354907,C2193,Germany,Berlin,Maryborough,Home Goods,Blender,2,332.43,215.62,664.86,233.62,Low-Value,Processing
13247,2023-04-15 15:12:06.511724,C2719,Brazil,Bahia,Kristafurt,Books,Cookbook,1,254.59,156.16,254.59,98.43,Low-Value,In Transit
13248,2024-01-28 16:20:10.136234,C2558,Brazil,Rio de Janeiro,New Eileen,Clothing,Sweater,5,274.1,174.11,1370.5,499.95,Mid-Value,In Transit
13249,2023-04-03 12:53:14.417116,C2313,Brazil,São Paulo,Rasmussenshire,Books,Cookbook,3,440.09,215.53,1320.27,673.68,Low-Value,Processing
13250,2022-04-02 12:53:46.786858,C2983,UK,Wales,New Mary,Electronics,Laptop,2,26.94,17.21,53.88,19.46,Low-Value,Returned
13251,2024-03-21 11:25:34.173790,C2193,Brazil,São Paulo,Port Johnshire,Electronics,Smartwatch,5,248.59,106.3,1242.95,711.45,High-Value,In Transit
13252,2024-01-23 17:24:37.066440,C2478,Brazil,Minas Gerais,Evansville,Clothing,Jeans,2,248.35,184.35,496.7,128.0,Low-Value,Returned
13253,2023-01-09 00:34:55.312436,C2472,India,Karnataka,Garciastad,Clothing,Sweater,1,260.48,140.36,260.48,120.12,High-Value,Returned
13254,2022-03-21 08:25:15.667772,C2906,Brazil,São Paulo,Masseyburgh,Home Goods,Coffee Maker,2,248.69,157.35,497.38,182.68,Mid-Value,Returned
13255,2024-02-03 10:17:39.862178,C2613,India,Tamil Nadu,Pennyport,Electronics,Headphones,4,106.42,60.94,425.68,181.92,Low-Value,Processing
13256,2023-03-12 21:06:11.986602,C2779,UK,England,Roachstad,Electronics,Smartphone,5,196.49,138.43,982.45,290.3,Mid-Value,In Transit
13257,2022-04-22 06:28:25.946578,C2575,Germany,Hamburg,North Kayleechester,Electronics,Smartwatch,5,383.23,199.07,1916.15,920.8,Mid-Value,Delivered
13258,2023-07-31 10:10:36.669586,C2817,India,Maharashtra,Keithton,Electronics,Smartphone,4,122.85,65.36,491.4,229.96,High-Value,Returned
13259,2023-04-13 21:38:35.466680,C2501,USA,New York,Monroemouth,Books,Science Journal,3,310.87,233.12,932.61,233.25,Low-Value,Processing
13260,2023-01-06 18:15:54.007436,C2125,USA,California,Melissabury,Clothing,Jacket,2,445.91,320.49,891.82,250.84,Mid-Value,Returned
13261,2024-04-27 22:26:18.969283,C2138,USA,New York,Port Angie,Electronics,Laptop,4,259.13,146.0,1036.52,452.52,High-Value,Delivered
13262,2022-07-13 05:18:01.112412,C2413,UK,Wales,Juliaberg,Clothing,Jeans,5,144.8,95.25,724.0,247.75,High-Value,In Transit
13263,2023-06-11 11:41:17.764902,C2892,UK,Northern Ireland,East Vickichester,Books,Cookbook,2,30.41,14.79,60.82,31.24,Mid-Value,Delivered
13264,2023-07-06 17:40:29.570448,C2965,Germany,Bavaria,Jonestown,Home Goods,Blender,5,14.59,7.26,72.95,36.65,Mid-Value,Processing
13265,2023-05-25 18:46:32.678441,C2349,USA,California,Lewisshire,Electronics,Laptop,5,392.94,184.36,1964.7,1042.9,Low-Value,Returned
13266,2023-01-22 10:21:14.555961,C2842,UK,England,Andreafort,Electronics,Laptop,2,228.66,112.04,457.32,233.24,Low-Value,Returned
13267,2022-12-28 07:32:11.296498,C2306,Brazil,São Paulo,Thompsonstad,Books,Science Journal,4,339.91,151.59,1359.64,753.28,High-Value,Delivered
13268,2022-01-21 14:46:57.051389,C2184,UK,Wales,South Joyceville,Clothing,Jacket,4,152.58,85.32,610.32,269.04,High-Value,In Transit
13269,2022-02-13 11:21:31.610132,C2089,USA,New York,Hickstown,Electronics,Smartwatch,4,247.38,133.13,989.52,457.0,High-Value,Processing
13270,2023-11-21 05:17:45.742273,C2826,Germany,Hamburg,Clementsmouth,Clothing,T-Shirt,1,24.27,11.74,24.27,12.53,Mid-Value,Processing
13271,2023-06-05 10:44:42.945566,C2031,Germany,Berlin,Tiffanybury,Clothing,Jacket,2,389.08,259.93,778.16,258.3,High-Value,In Transit
13272,2024-02-29 17:07:27.974566,C2280,UK,Northern Ireland,Amberborough,Electronics,Headphones,5,14.9,9.45,74.5,27.25,Mid-Value,Returned
13273,2024-02-12 09:14:42.668868,C2914,UK,Northern Ireland,West Tina,Electronics,Smartphone,2,175.49,91.15,350.98,168.68,High-Value,Returned
13274,2022-11-21 10:41:02.477324,C2633,Germany,Hesse,East Lucas,Home Goods,Blender,2,220.85,95.98,441.7,249.74,Low-Value,Delivered
13275,2022-03-20 02:36:55.464583,C2546,USA,New York,Stephaniehaven,Books,Fiction Novel,3,276.63,145.78,829.89,392.55,Low-Value,Processing
13276,2022-01-17 00:04:58.395849,C2948,Germany,Hesse,North Kennethborough,Clothing,Jeans,2,21.42,14.71,42.84,13.42,High-Value,Processing
13277,2023-09-07 16:41:28.468389,C2394,USA,New York,New Danielberg,Books,Science Journal,1,237.77,107.12,237.77,130.65,High-Value,Returned
13278,2023-10-19 02:05:41.200932,C2528,Brazil,Bahia,Erinfurt,Home Goods,Blender,5,78.62,50.64,393.1,139.9,Low-Value,In Transit
13279,2023-03-04 16:40:58.587708,C2961,Brazil,Rio de Janeiro,Kevinhaven,Home Goods,Blender,2,178.24,101.4,356.48,153.68,Mid-Value,Delivered
13280,2024-05-17 13:47:34.667784,C2901,India,Karnataka,Webbton,Books,Science Journal,1,281.46,160.41,281.46,121.05,Low-Value,Processing
13281,2024-04-27 21:19:55.598542,C2499,India,Maharashtra,East Ronald,Books,Biography,1,12.52,5.31,12.52,7.21,High-Value,Delivered
13282,2023-12-26 16:47:44.963928,C2984,Brazil,Bahia,Farleymouth,Home Goods,Towel Set,2,386.23,185.63,772.46,401.2,Mid-Value,Processing
13283,2023-01-28 14:05:44.804707,C2628,USA,New York,West Sherry,Clothing,Jacket,1,130.84,70.8,130.84,60.04,High-Value,In Transit
13284,2022-03-04 09:45:21.285738,C2857,India,Karnataka,Lake Christophershire,Clothing,Jeans,5,164.89,105.62,824.45,296.35,High-Value,In Transit
13285,2024-04-17 18:39:53.520852,C2473,USA,Texas,East Brenda,Electronics,Headphones,3,142.66,89.44,427.98,159.66,High-Value,Returned
